,N,P,K,temperature,humidity,ph,rainfall,label,Cluster
352,47,78,24,27.543848,69.34786,7.143943,69.40878,black gram,Cluster 2
353,57,62,17,33.04688,68.93876,6.690655,62.302784,black gram,Cluster 0
354,41,70,19,33.95309,69.961,7.4235306,61.163506,black gram,Cluster 2
355,21,78,23,30.11873,60.11681,6.578715,71.729805,black gram,Cluster 2
356,38,60,16,29.578127,66.17588,7.4974694,69.43896,black gram,Cluster 2
357,38,65,25,27.26459,68.01233,7.775306,68.91754,black gram,Cluster 2
358,44,74,18,31.357307,64.24992,7.322555,63.85669,black gram,Cluster 2
359,46,66,16,31.521048,66.557236,7.5805273,61.711113,black gram,Cluster 2
360,40,71,16,29.399828,64.255104,7.10845,67.476776,black gram,Cluster 2
361,53,56,23,29.384003,64.149284,7.3589745,65.24194,black gram,Cluster 2
362,22,78,23,28.386866,61.88871,7.405176,74.24459,black gram,Cluster 2
363,23,69,22,28.474422,63.536045,6.500145,69.52744,black gram,Cluster 2
364,56,80,17,30.640957,61.145084,7.1674356,71.36948,black gram,Cluster 0
365,42,55,22,25.255962,61.366695,7.2617917,68.64685,black gram,Cluster 2
366,20,57,21,32.970306,60.18122,7.5866423,73.446785,black gram,Cluster 2
367,37,58,20,33.668552,66.60417,7.534812,67.3252,black gram,Cluster 2
368,43,58,16,32.839638,67.99804,7.251001,73.404526,black gram,Cluster 2
369,38,64,23,27.458536,62.90021,6.513621,69.46021,black gram,Cluster 2
370,41,75,18,25.685766,69.843544,7.121255,74.62069,black gram,Cluster 2
371,41,72,15,30.03284,64.148,7.5745616,71.21007,black gram,Cluster 2
372,31,57,21,28.206673,68.27085,7.3508697,64.32887,black gram,Cluster 2
373,28,60,17,28.27266,61.18956,7.513151,63.299007,black gram,Cluster 2
374,45,73,17,28.541723,64.20202,7.0256076,69.68862,black gram,Cluster 2
375,37,63,22,26.87187,61.613674,6.804254,63.51822,black gram,Cluster 2
376,46,76,23,32.79767,68.77994,7.163044,64.11411,black gram,Cluster 2
377,32,72,22,26.42333,64.51137,7.3389297,63.465466,black gram,Cluster 2
378,24,75,20,29.791811,63.387894,6.6213236,63.021698,black gram,Cluster 2
379,31,77,25,27.440033,67.104645,6.661871,72.5067,black gram,Cluster 2
380,37,66,25,34.126297,65.14877,7.7331495,70.40795,black gram,Cluster 2
381,34,73,17,30.949081,64.23364,7.4028916,62.787308,black gram,Cluster 2
382,24,70,23,28.757519,61.027016,6.5991473,73.37687,black gram,Cluster 2
383,37,76,17,27.247665,66.101234,7.0417414,62.31842,black gram,Cluster 2
384,45,72,25,28.630054,66.77094,7.3538766,62.273735,black gram,Cluster 2
385,29,64,20,26.417683,63.646984,7.0267954,64.42177,black gram,Cluster 2
386,59,74,16,32.81705,66.156654,6.814301,68.83925,black gram,Cluster 0
387,50,55,19,29.632105,65.9136,7.4216084,71.16332,black gram,Cluster 2
388,43,67,19,33.490772,62.733173,6.847383,65.453285,black gram,Cluster 2
389,25,76,23,31.868473,66.74217,7.1915226,74.22239,black gram,Cluster 2
390,46,77,17,30.329922,65.629715,7.012855,71.64632,black gram,Cluster 2
391,45,60,23,28.546225,66.31394,7.368319,62.834698,black gram,Cluster 2
392,31,71,21,30.026299,67.888115,7.2615433,66.47265,black gram,Cluster 2
393,41,68,17,31.655312,60.132637,6.5266914,66.69096,black gram,Cluster 2
394,27,62,17,30.334997,63.547188,6.8725944,74.16699,black gram,Cluster 2
395,58,65,19,33.369843,65.677185,6.874142,64.89517,black gram,Cluster 0
396,28,61,15,31.434505,62.993034,7.760618,64.77651,black gram,Cluster 2
397,29,60,22,27.716784,63.291035,6.7818418,68.56508,black gram,Cluster 2
398,43,80,19,32.639187,61.300903,7.3269806,61.83876,black gram,Cluster 2
399,22,75,20,32.747738,67.77955,7.453975,63.377846,black gram,Cluster 2
400,28,30,42,24.559816,91.63536,5.9229355,111.96846,pomegranate,Cluster 2
401,15,25,38,19.6569,89.93701,5.9376497,108.04589,pomegranate,Cluster 2
402,12,17,40,18.783596,87.40247,6.804781,102.51848,pomegranate,Cluster 2
403,39,21,41,24.146963,94.51106,6.4246707,110.23167,pomegranate,Cluster 2
404,31,30,42,22.445812,89.901474,6.738016,109.3906,pomegranate,Cluster 2
405,29,13,42,24.962732,92.405014,6.497367,109.416916,pomegranate,Cluster 2
406,21,18,43,22.552607,89.32595,6.327674,104.89556,pomegranate,Cluster 2
407,20,17,44,22.770355,91.45499,6.3613744,106.96592,pomegranate,Cluster 2
408,0,20,41,19.200903,94.276596,6.9235096,108.04236,pomegranate,Cluster 2
409,35,6,37,23.128082,92.68328,6.630646,109.39301,pomegranate,Cluster 2
410,40,10,35,24.926392,85.19098,5.8325257,104.76938,pomegranate,Cluster 2
411,31,22,35,24.774645,85.636086,6.738994,105.75958,pomegranate,Cluster 2
412,36,30,41,19.867119,86.3559,5.7824354,108.31689,pomegranate,Cluster 2
413,2,27,43,24.266014,93.79741,6.5370426,104.53751,pomegranate,Cluster 2
414,38,19,41,23.626001,89.732666,6.1451044,107.683685,pomegranate,Cluster 2
415,12,10,40,19.67832,89.089355,6.8907843,108.54686,pomegranate,Cluster 2
416,17,28,42,22.365093,92.30882,7.1753445,104.82163,pomegranate,Cluster 2
417,15,26,45,21.579369,94.882675,5.9385285,102.85934,pomegranate,Cluster 2
418,24,16,39,18.262333,88.16779,5.7093806,108.075676,pomegranate,Cluster 2
419,15,20,42,23.710281,89.61794,6.1844,105.649994,pomegranate,Cluster 2
420,1,29,37,22.487202,89.922485,6.5535097,111.663155,pomegranate,Cluster 2
421,28,7,44,21.66025,94.793976,5.885638,112.43497,pomegranate,Cluster 2
422,22,27,36,20.130371,89.31505,6.1438746,107.34169,pomegranate,Cluster 2
423,36,17,44,18.411644,91.11927,6.101199,105.183495,pomegranate,Cluster 2
424,6,9,43,19.68291,89.75273,6.594037,111.28185,pomegranate,Cluster 2
425,14,9,39,23.202425,91.19443,6.859841,109.094635,pomegranate,Cluster 2
426,30,13,45,18.921572,87.312904,6.568934,102.80133,pomegranate,Cluster 2
427,27,24,39,22.106215,91.34039,6.7698555,106.87048,pomegranate,Cluster 2
428,9,28,45,18.474125,89.68919,7.130838,108.47585,pomegranate,Cluster 2
429,9,29,36,19.810694,88.92944,5.740338,102.860085,pomegranate,Cluster 2
430,36,20,35,24.488085,90.836876,5.8430057,103.19694,pomegranate,Cluster 2
431,27,10,37,18.759277,89.93458,6.6486874,111.01968,pomegranate,Cluster 2
432,35,18,41,19.54128,90.297516,6.902751,104.373985,pomegranate,Cluster 2
433,5,7,43,18.912512,87.74938,6.6080236,111.28005,pomegranate,Cluster 2
434,31,26,44,19.913305,94.95032,6.828522,104.0277,pomegranate,Cluster 2
435,4,23,41,19.726206,89.649345,6.910375,108.22873,pomegranate,Cluster 2
436,15,8,44,23.83186,87.84035,6.3066053,111.223274,pomegranate,Cluster 2
437,12,14,36,24.944675,94.25703,7.0091805,103.87994,pomegranate,Cluster 2
438,40,18,43,24.692259,93.8703,6.2979074,104.673546,pomegranate,Cluster 2
439,9,5,44,24.724855,85.56083,6.728599,111.278755,pomegranate,Cluster 2
440,10,29,44,20.12645,87.5963,6.9651566,108.06558,pomegranate,Cluster 2
441,8,8,45,21.02433,93.05695,5.578096,104.7847,pomegranate,Cluster 2
442,30,6,44,22.404236,88.15083,7.1995044,109.86952,pomegranate,Cluster 2
443,36,29,45,20.336912,89.380035,5.8413672,110.96532,pomegranate,Cluster 2
444,0,8,36,24.247797,85.56033,6.710143,106.9216,pomegranate,Cluster 2
445,28,20,43,24.815302,91.90843,5.972715,109.28534,pomegranate,Cluster 2
446,32,13,39,19.663298,87.951584,5.561852,106.03808,pomegranate,Cluster 2
447,38,14,37,22.43378,90.33965,6.1070547,112.459694,pomegranate,Cluster 2
448,8,30,39,22.920523,85.12912,6.988035,110.24378,pomegranate,Cluster 2
449,28,14,45,22.918432,85.40695,7.1314745,106.28177,pomegranate,Cluster 2
450,22,25,44,24.882444,89.396866,7.086948,107.19517,pomegranate,Cluster 2
451,21,29,40,23.409815,93.13277,6.7492604,105.224075,pomegranate,Cluster 2
452,40,13,40,21.207254,94.26305,7.163005,107.56608,pomegranate,Cluster 2
453,19,8,39,18.202305,91.12282,7.0134816,109.6624,pomegranate,Cluster 2
454,6,29,40,22.343758,89.78703,5.6482434,103.318306,pomegranate,Cluster 2
455,0,16,40,24.327702,90.88293,6.610251,110.46065,pomegranate,Cluster 2
456,30,20,42,19.750885,88.71691,7.0543137,102.5538,pomegranate,Cluster 2
457,14,20,38,19.861736,86.19741,6.0269995,111.02179,pomegranate,Cluster 2
458,12,29,42,18.07133,93.145546,5.7794275,106.3602,pomegranate,Cluster 2
459,35,25,45,23.891626,89.6185,6.5352445,104.61752,pomegranate,Cluster 2
460,8,7,35,23.985987,93.34237,5.684995,104.99128,pomegranate,Cluster 2
461,7,19,37,20.938929,85.42913,6.124761,103.029594,pomegranate,Cluster 2
462,13,20,37,20.822107,87.22816,6.9990144,109.44299,pomegranate,Cluster 2
463,3,21,45,20.86475,91.617935,6.2771487,106.86856,pomegranate,Cluster 2
464,25,8,42,24.4584,86.10875,6.322396,111.37797,pomegranate,Cluster 2
465,33,10,39,24.511477,90.64499,5.956402,105.620995,pomegranate,Cluster 2
466,4,15,45,24.568111,92.03009,6.591303,110.96339,pomegranate,Cluster 2
467,3,16,42,24.632288,89.01575,7.104095,110.69562,pomegranate,Cluster 2
468,38,30,43,20.073866,90.978195,6.407872,103.708405,pomegranate,Cluster 2
469,1,21,41,21.805231,94.63613,6.6584024,102.64889,pomegranate,Cluster 2
470,1,10,38,22.812265,86.34234,6.276039,110.44323,pomegranate,Cluster 2
471,18,25,36,22.730312,88.48568,6.8252563,104.684326,pomegranate,Cluster 2
472,39,26,42,23.280123,94.943306,6.3685603,111.13821,pomegranate,Cluster 2
473,34,20,37,19.301064,87.17752,7.0054107,105.47666,pomegranate,Cluster 2
474,31,11,40,19.008707,88.837685,6.8973684,108.6794,pomegranate,Cluster 2
475,0,28,42,24.351938,90.88612,6.1529064,105.52918,pomegranate,Cluster 2
476,31,12,45,24.722355,88.87651,5.7443614,112.19265,pomegranate,Cluster 2
477,11,24,37,21.92514,94.46485,7.051655,111.7162,pomegranate,Cluster 2
478,40,29,43,24.839544,86.88738,6.034613,107.64358,pomegranate,Cluster 2
479,37,10,38,18.09691,90.421776,6.924491,104.88189,pomegranate,Cluster 2
480,35,23,42,20.241049,91.08707,6.887006,109.25378,pomegranate,Cluster 2
481,10,21,36,23.22594,94.42971,6.844402,105.69179,pomegranate,Cluster 2
482,33,16,41,23.501282,92.97527,5.786058,106.61905,pomegranate,Cluster 2
483,35,9,37,19.44623,89.02127,5.6271863,106.16068,pomegranate,Cluster 2
484,11,27,44,20.513435,92.51676,5.7000885,110.5764,pomegranate,Cluster 2
485,23,24,43,18.902231,94.99898,5.5678053,107.61032,pomegranate,Cluster 2
486,39,19,42,18.905924,89.241264,6.077886,112.4751,pomegranate,Cluster 2
487,0,18,45,22.630451,88.45577,6.3979955,109.03576,pomegranate,Cluster 2
488,34,12,41,19.386038,86.79059,5.7673726,109.9131,pomegranate,Cluster 2
489,5,16,37,24.38319,91.19431,7.079973,103.60121,pomegranate,Cluster 2
490,17,11,44,23.77989,92.93387,5.8933325,106.97772,pomegranate,Cluster 2
491,9,27,36,22.598902,93.16344,7.058223,110.09329,pomegranate,Cluster 2
492,16,21,39,24.377668,85.40171,5.7827067,106.12834,pomegranate,Cluster 2
493,5,9,41,20.892733,91.07777,6.269664,104.44071,pomegranate,Cluster 2
494,40,22,39,18.099031,85.70786,5.892914,107.0051,pomegranate,Cluster 2
495,27,23,38,20.00219,85.83618,7.116539,112.33704,pomegranate,Cluster 2
496,10,20,39,19.851393,89.80732,6.4301634,102.818634,pomegranate,Cluster 2
497,8,5,42,21.254335,92.65059,7.159521,106.278465,pomegranate,Cluster 2
498,13,16,40,23.653742,93.32658,6.431266,109.80762,pomegranate,Cluster 2
499,12,28,35,23.884048,86.20614,6.0825715,108.31218,pomegranate,Cluster 2
500,90,87,51,29.367924,76.249,6.149934,92.82841,banana,Cluster 0
501,85,82,54,27.33369,83.67675,5.8490763,101.04948,banana,Cluster 0
502,92,86,55,27.400536,82.96221,6.2768,104.9378,banana,Cluster 0
503,115,92,52,29.315908,80.11586,5.9268246,90.10978,banana,Cluster 0
504,115,83,55,26.05433,79.396545,5.5190883,113.22974,banana,Cluster 0
505,110,85,48,25.866323,84.42379,6.079179,114.53575,banana,Cluster 0
506,104,92,50,27.009321,80.18547,6.134656,97.32532,banana,Cluster 0
507,102,82,48,29.550549,78.06763,5.8084974,99.344826,banana,Cluster 0
508,111,95,52,26.28846,83.39004,5.891458,113.87298,banana,Cluster 0
509,102,93,49,29.162266,76.161514,5.8166223,100.00757,banana,Cluster 0
510,95,88,52,28.65004,82.68752,5.843163,98.75085,banana,Cluster 0
511,106,82,47,29.07311,76.50045,6.3767567,100.169266,banana,Cluster 0
512,88,70,53,28.081661,75.2643,5.6236157,118.27619,banana,Cluster 0
513,94,92,53,27.19946,78.80861,5.9150553,99.72431,banana,Cluster 0
514,90,79,51,28.054842,78.04603,6.458715,108.39572,banana,Cluster 0
515,82,87,52,25.14748,83.346886,5.5650287,98.666794,banana,Cluster 0
516,101,86,51,25.94019,78.34221,6.211833,119.84797,banana,Cluster 0
517,99,95,46,27.667528,79.685425,6.4900746,108.66464,banana,Cluster 0
518,110,83,46,25.56703,75.940674,5.590236,102.78677,banana,Cluster 0
519,91,90,48,28.69562,82.54196,6.2252254,116.16168,banana,Cluster 0
520,108,82,51,26.33545,76.8532,6.1907573,118.68583,banana,Cluster 0
521,80,87,51,25.937302,78.89864,5.915569,98.217476,banana,Cluster 0
522,88,93,50,25.136866,84.88394,6.1951523,91.464424,banana,Cluster 0
523,89,73,45,27.505276,80.79784,6.1563735,105.0777,banana,Cluster 0
524,96,94,53,26.210093,82.34429,6.313197,112.07,banana,Cluster 0
525,83,91,52,29.104034,79.195885,6.3242702,92.078354,banana,Cluster 0
526,108,83,55,29.244064,77.320175,5.707489,90.66728,banana,Cluster 0
527,109,84,51,25.562021,77.38229,6.119216,93.10247,banana,Cluster 0
528,100,87,53,26.398552,81.36029,5.571401,98.16752,banana,Cluster 0
529,104,82,49,28.095776,77.79587,5.631272,109.54086,banana,Cluster 0
530,88,80,48,27.84768,83.311104,6.1012416,117.28789,banana,Cluster 0
531,95,84,50,27.393415,81.465485,6.438137,94.31102,banana,Cluster 0
532,84,95,52,25.145176,81.38204,6.098369,119.218155,banana,Cluster 0
533,86,95,46,28.654562,79.286934,5.6952677,102.46338,banana,Cluster 0
534,86,82,52,29.160934,76.67484,5.6180944,109.57594,banana,Cluster 0
535,95,78,52,27.57278,82.06389,6.435786,91.342766,banana,Cluster 0
536,94,76,54,25.4091,82.36208,6.1766443,112.97948,banana,Cluster 0
537,111,75,49,25.990696,83.33983,6.2206435,112.07771,banana,Cluster 0
538,106,82,49,26.29039,81.060036,5.871702,118.673035,banana,Cluster 0
539,94,76,49,29.148272,78.71025,6.390742,117.53678,banana,Cluster 0
540,115,88,47,26.597435,79.358986,6.210845,107.39447,banana,Cluster 0
541,112,92,52,25.360592,75.03193,6.0126967,116.55315,banana,Cluster 0
542,98,76,45,29.120369,80.18081,5.90877,112.39821,banana,Cluster 0
543,115,70,46,27.539114,77.2563,6.049802,110.32621,banana,Cluster 0
544,114,90,46,29.667273,83.51014,6.010096,110.251114,banana,Cluster 0
545,100,79,46,25.058022,84.973236,5.738679,110.44088,banana,Cluster 0
546,93,83,46,25.868248,78.524,5.7405553,116.301956,banana,Cluster 0
547,92,71,51,25.85037,81.9558,5.79326,119.08562,banana,Cluster 0
548,98,71,47,26.516823,77.79913,5.5094705,108.85475,banana,Cluster 0
549,108,89,50,28.667252,79.59242,5.986442,118.25835,banana,Cluster 0
550,94,75,53,28.14939,81.54449,5.790768,91.40508,banana,Cluster 0
551,98,75,50,26.423134,83.6995,5.9155464,95.12322,banana,Cluster 0
552,117,91,53,26.593864,81.4074,6.2425284,109.98255,banana,Cluster 0
553,98,84,47,27.718225,76.57853,6.0360794,102.209984,banana,Cluster 0
554,111,85,53,28.983334,82.95958,5.8298984,109.02257,banana,Cluster 0
555,112,89,49,29.42018,83.967545,6.0880647,117.22908,banana,Cluster 0
556,100,86,48,27.398724,81.10523,6.469371,112.13554,banana,Cluster 0
557,94,82,55,26.402023,84.41007,5.720727,111.01623,banana,Cluster 0
558,112,70,50,27.812515,82.692856,5.8076644,99.20962,banana,Cluster 0
559,88,87,53,25.196402,83.5583,5.7033815,115.858604,banana,Cluster 0
560,102,70,49,28.311934,75.773636,6.1650014,119.69576,banana,Cluster 0
561,84,88,52,25.90113,80.47153,6.0024815,110.10323,banana,Cluster 0
562,108,81,45,27.48613,76.1124,6.2123694,109.276886,banana,Cluster 0
563,108,79,50,29.38254,83.504234,5.765309,109.248665,banana,Cluster 0
564,81,78,49,29.221186,81.08183,5.7407646,108.86165,banana,Cluster 0
565,111,79,50,27.090622,81.33507,5.8791194,110.13312,banana,Cluster 0
566,92,76,48,26.126434,81.81365,6.0994787,104.481285,banana,Cluster 0
567,97,77,47,29.012077,77.95193,5.674403,90.43495,banana,Cluster 0
568,93,89,46,27.96799,79.286255,5.694244,119.476555,banana,Cluster 0
569,102,81,50,28.076445,76.05522,5.9054947,118.992355,banana,Cluster 0
570,113,91,50,25.162783,84.97849,6.1108446,90.94555,banana,Cluster 0
571,83,71,48,25.787498,84.51194,6.0204453,114.20055,banana,Cluster 0
572,111,76,52,25.341198,84.47321,6.4359174,91.06493,banana,Cluster 0
573,116,71,52,29.447954,78.34972,5.505394,96.450424,banana,Cluster 0
574,120,85,47,26.475225,78.51834,5.67772,113.11611,banana,Cluster 0
575,98,88,54,27.394896,83.31172,5.719015,92.781334,banana,Cluster 0
576,116,81,53,25.083475,80.261734,6.2755723,94.32961,banana,Cluster 0
577,93,95,48,26.671984,76.48542,6.2753844,91.73359,banana,Cluster 0
578,107,78,50,25.449263,79.49222,6.2019114,100.66192,banana,Cluster 0
579,113,91,47,28.227768,80.643036,5.7580543,98.00403,banana,Cluster 0
580,120,88,51,28.12795,77.48247,6.3239336,103.50454,banana,Cluster 0
581,82,72,54,28.947046,82.188896,5.9011006,95.83016,banana,Cluster 0
582,94,94,45,27.962368,84.15404,5.6444864,97.55987,banana,Cluster 0
583,116,77,55,28.00316,78.90086,6.2354617,94.6818,banana,Cluster 0
584,108,79,53,29.140093,80.119026,6.2823625,90.45143,banana,Cluster 0
585,81,79,55,27.91221,83.363075,6.356091,90.24212,banana,Cluster 0
586,102,78,49,25.434805,81.53978,5.8372583,96.478004,banana,Cluster 0
587,109,75,50,28.55981,84.51602,5.653438,111.084305,banana,Cluster 0
588,118,95,45,26.595808,82.99557,5.72747,100.51234,banana,Cluster 0
589,115,90,46,27.197117,77.397064,6.200111,99.469505,banana,Cluster 0
590,97,75,46,25.293915,79.29122,5.6144714,105.42203,banana,Cluster 0
591,93,85,52,29.908886,76.98741,6.25737,91.99965,banana,Cluster 0
592,113,84,45,27.949724,76.63713,6.037431,109.09216,banana,Cluster 0
593,96,95,52,25.010185,78.76261,5.7604575,108.36905,banana,Cluster 0
594,92,93,54,29.211449,84.7019,6.1581645,108.55015,banana,Cluster 0
595,111,71,49,27.359116,84.54625,6.387431,90.81251,banana,Cluster 0
596,118,72,50,28.010681,76.52808,5.8914137,103.70408,banana,Cluster 0
597,92,77,46,28.672089,82.20794,5.725419,94.379875,banana,Cluster 0
598,94,75,50,27.345852,78.48738,6.2810693,92.15524,banana,Cluster 0
599,100,88,54,29.507046,78.20586,5.507642,98.125656,banana,Cluster 0
600,18,39,32,29.7377,47.54885,5.9546266,90.09587,mango,Cluster 2
601,35,33,33,33.556957,53.729797,4.757115,98.67528,mango,Cluster 2
602,28,27,33,27.003155,47.675255,5.699587,95.85118,mango,Cluster 2
603,25,39,29,33.5615,45.535564,5.9774137,95.70526,mango,Cluster 2
604,30,20,29,35.898556,54.259644,6.4301395,92.19722,mango,Cluster 2
605,30,31,30,34.177197,50.621616,6.113935,98.00688,mango,Cluster 2
606,29,21,31,30.015926,53.192123,5.0742726,97.72843,mango,Cluster 2
607,33,19,33,31.745922,45.161278,5.6675076,93.75442,mango,Cluster 2
608,19,37,31,35.990097,52.227806,5.9786344,95.371346,mango,Cluster 2
609,36,27,28,31.866413,52.193317,5.0646133,98.46769,mango,Cluster 2
610,38,29,29,27.755186,52.346058,4.772386,94.11214,mango,Cluster 2
611,30,17,27,34.724133,51.427177,5.1611485,97.312584,mango,Cluster 2
612,28,35,26,27.539076,53.635494,6.797779,99.35408,mango,Cluster 2
613,12,37,31,27.696377,48.56225,6.394743,89.85647,mango,Cluster 2
614,9,15,28,27.253735,52.663197,5.5667043,91.87312,mango,Cluster 2
615,38,39,34,30.337238,48.887047,5.75505,94.428505,mango,Cluster 2
616,6,39,33,31.857449,45.531063,5.4173408,91.55846,mango,Cluster 2
617,10,16,28,35.399864,49.459625,6.166174,97.41054,mango,Cluster 2
618,26,26,32,29.807472,52.137978,5.191265,95.74606,mango,Cluster 2
619,13,38,32,34.16439,54.16482,4.9547396,98.33351,mango,Cluster 2
620,28,32,33,28.932701,47.94054,5.664587,99.98342,mango,Cluster 2
621,12,29,28,27.983929,53.33019,5.548585,99.614655,mango,Cluster 2
622,14,37,34,31.204782,54.499603,6.804437,94.62955,mango,Cluster 2
623,14,33,29,32.134098,50.525593,6.09787,98.63334,mango,Cluster 2
624,36,18,35,28.918621,48.139744,5.0755043,97.01331,mango,Cluster 2
625,16,20,27,31.097792,47.41197,4.546466,90.28625,mango,Cluster 2
626,23,37,26,34.73824,49.088642,5.855119,90.65022,mango,Cluster 2
627,33,37,33,29.980804,49.486134,6.4423933,91.822716,mango,Cluster 2
628,9,20,32,33.803986,46.128662,4.5075235,90.82549,mango,Cluster 2
629,30,36,28,30.072025,50.960403,6.1072955,92.0961,mango,Cluster 2
630,28,38,31,27.920633,51.77966,6.475449,100.25857,mango,Cluster 2
631,6,16,25,31.409489,49.217293,6.8329797,92.99739,mango,Cluster 2
632,2,20,25,35.787773,51.941902,5.3952756,100.216064,mango,Cluster 2
633,39,40,33,33.3614,45.022366,6.135269,98.81596,mango,Cluster 2
634,1,20,25,35.960545,48.696777,4.5556884,98.00644,mango,Cluster 2
635,12,31,35,28.333334,51.395866,6.434198,91.67242,mango,Cluster 2
636,9,25,31,32.27652,50.193687,5.316876,95.99487,mango,Cluster 2
637,40,37,25,31.994905,50.848812,5.279389,97.38741,mango,Cluster 2
638,40,27,29,27.58259,48.56916,6.7200418,95.84457,mango,Cluster 2
639,6,38,27,29.384716,45.887447,5.7274227,100.81247,mango,Cluster 2
640,34,24,30,32.386974,53.232822,4.691396,90.21633,mango,Cluster 2
641,17,33,25,30.914715,49.929638,6.810186,90.14048,mango,Cluster 2
642,11,37,27,35.377754,45.5811,6.4540453,97.41586,mango,Cluster 2
643,14,33,35,32.323624,52.589676,5.842764,93.36719,mango,Cluster 2
644,19,33,31,28.223734,47.40519,5.0241246,97.768326,mango,Cluster 2
645,37,19,25,27.274332,47.16808,6.4227104,95.257996,mango,Cluster 2
646,36,27,35,27.10711,50.70881,4.9429502,92.37239,mango,Cluster 2
647,2,32,35,34.892265,48.756134,6.4145265,91.630745,mango,Cluster 2
648,9,33,32,33.74627,48.503876,6.777788,92.26439,mango,Cluster 2
649,23,23,34,27.351105,54.439453,6.441328,96.27792,mango,Cluster 2
650,33,25,26,32.893,52.61324,4.650536,94.491615,mango,Cluster 2
651,28,29,26,35.385986,51.426643,5.2545323,90.29644,mango,Cluster 2
652,4,19,33,27.552973,47.908592,5.9106345,90.40333,mango,Cluster 2
653,0,16,27,32.82141,47.45554,4.755274,90.89173,mango,Cluster 2
654,31,38,26,30.172941,51.08459,6.81463,95.23444,mango,Cluster 2
655,34,28,34,29.26383,54.82258,5.342866,100.75862,mango,Cluster 2
656,29,29,33,32.06097,51.08494,6.3362346,96.59817,mango,Cluster 2
657,15,29,31,28.698181,47.718758,4.754435,99.642456,mango,Cluster 2
658,16,17,25,29.14305,49.409832,6.831707,97.55155,mango,Cluster 2
659,8,18,28,28.34716,53.539032,6.9674177,90.4026,mango,Cluster 2
660,15,31,26,27.672562,45.41692,4.947683,92.849915,mango,Cluster 2
661,26,18,30,28.121809,46.168884,5.63062,93.302475,mango,Cluster 2
662,10,30,33,30.793756,46.69537,6.2733984,92.21319,mango,Cluster 2
663,14,34,31,28.894094,54.807503,6.4727745,94.76323,mango,Cluster 2
664,28,24,30,33.33025,45.611435,6.9532466,98.28583,mango,Cluster 2
665,6,31,26,27.789125,53.96887,5.64371,91.01153,mango,Cluster 2
666,6,34,32,31.653334,48.206627,6.392314,91.09746,mango,Cluster 2
667,24,20,30,29.751507,46.737232,4.9818163,91.40598,mango,Cluster 2
668,40,16,30,31.329956,50.222878,5.421265,89.78216,mango,Cluster 2
669,28,17,27,35.636272,48.970478,6.94252,97.51952,mango,Cluster 2
670,38,20,31,31.665247,51.985947,5.4358406,89.98024,mango,Cluster 2
671,12,32,25,32.269352,53.56093,5.870116,95.94035,mango,Cluster 2
672,36,22,35,27.810057,51.594456,4.749104,95.89899,mango,Cluster 2
673,40,23,25,34.585613,50.340355,5.4979467,100.30607,mango,Cluster 2
674,22,35,25,31.27181,52.238102,6.811291,89.74409,mango,Cluster 2
675,6,38,28,33.9368,52.721703,6.4605427,97.46119,mango,Cluster 2
676,27,15,31,31.091543,47.020584,4.7911468,91.466644,mango,Cluster 2
677,1,17,28,31.893562,49.0245,6.4841523,89.59371,mango,Cluster 2
678,34,19,33,32.454655,50.696938,6.5266542,95.04871,mango,Cluster 2
679,8,15,26,35.474785,47.972305,6.279134,97.790726,mango,Cluster 2
680,33,21,32,27.329615,49.30347,6.0520263,93.531975,mango,Cluster 2
681,27,25,30,30.902252,49.959557,5.7317195,91.77522,mango,Cluster 2
682,22,18,34,29.093822,45.566105,5.323072,96.2352,mango,Cluster 2
683,16,33,27,30.020863,46.78394,4.6691084,96.63721,mango,Cluster 2
684,25,35,31,34.130722,51.257862,5.1012063,96.38808,mango,Cluster 2
685,23,19,31,33.446198,53.059803,5.3395567,98.050896,mango,Cluster 2
686,8,37,35,35.39155,52.48823,5.061082,91.22881,mango,Cluster 2
687,39,20,33,31.533564,53.060093,5.821106,98.57025,mango,Cluster 2
688,16,31,26,30.764551,47.937916,5.956027,90.38503,mango,Cluster 2
689,17,30,34,30.018213,50.09832,5.6760325,96.08745,mango,Cluster 2
690,22,24,28,31.328636,47.593197,6.524114,94.67345,mango,Cluster 2
691,31,25,26,33.880047,54.39416,6.2739534,89.29147,mango,Cluster 2
692,37,31,32,28.078028,54.964054,6.1281676,97.453735,mango,Cluster 2
693,31,22,34,35.53845,52.94642,4.9349647,91.5456,mango,Cluster 2
694,7,33,29,28.705952,50.4403,5.4450083,95.894646,mango,Cluster 2
695,20,27,31,31.484518,48.779263,4.5257225,93.17222,mango,Cluster 2
696,8,36,35,27.698193,51.41593,5.4039083,100.77207,mango,Cluster 2
697,25,37,27,30.412357,52.481007,6.6216235,93.92376,mango,Cluster 2
698,15,20,34,32.17752,54.013527,6.2074957,91.88766,mango,Cluster 2
699,12,23,33,32.611263,47.749165,5.418475,91.101906,mango,Cluster 2
700,15,145,196,29.996773,81.541565,6.1123056,67.12534,grapes,Cluster 1
701,31,120,199,30.72804,82.42614,6.092242,68.381355,grapes,Cluster 1
702,14,143,202,32.445778,83.88505,5.896343,68.73933,grapes,Cluster 1
703,36,120,203,37.465668,80.65968,6.155261,66.83872,grapes,Cluster 1
704,26,143,203,22.03296,83.74373,5.732454,65.344406,grapes,Cluster 1
